Respondent ID,Respondant Zip Code,Urban or Rural Re-scaled,Age,Gender,Ethnicity,Income Re-scaled,Education Re-scaled,Household size Re-scaled,Marital,Employment Simple,Elections: I think elections are fair and reliable Re-scaled,"Elections: During the last (2022) election, I voted:",Elections: I understand the term 'democracy' to mean:,Elections: How would you define the political system in which you live? ,Political System Oppinions: Which of these two political systems do you think is the most effective and functional for making complex decisions? ,Political System Oppinions: Which of these two political systems would you prefer to live in?,Economic Instability Re-scaled,Energy Crisis Re-scaled,Climate Change Re-scaled,Lack of Natural Resources Re-scaled,Militarty Conflicts Re-scaled,Interstate Conflicts Re-scaled,Employment and Livelihood Re-scaled,Infectious Disease Re-scaled,AI Re-scaled,Cybersecurity Re-scaled,Crisis Composit Score,Systems Thinking Score,Trust Score,Conspiracy,Complexity,Openness,Conscienciousness,Extroversion,Agreeableness,Neuroticism
2168,86326,0,50,Female,White/Caucasian,4,6,1,Widowed,Employed Full-time,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,0,0,1,1,3,1,1,1,7,0.8888888888888888,0.416666675,0.6000000000000001,0.5333333333333334,0.6666666666666666,0.7222222222222222,0.8333333333333334,0.7777777777777778,0.888888888888889
2169,85215,1,79,Female,White/Caucasian,2,3,1,Widowed,Retired,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,3,0,0,0,0,0,1,2,1,4,0.5833333333333333,0.583333325,0.2,0.5333333333333334,0.7222222222222222,0.8333333333333334,0.33333333333333337,0.9999999999999999,0.0
2170,85331,1,75,Female,White/Caucasian,5,5,2,Married or Partnered,Retired,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,0,1,0,0,0,1,0,1,2,0.5,0.416666675,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.611111111111111
2171,85742,1,69,Female,White/Caucasian,5,5,2,Married or Partnered,Employed Part-time,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,0,1,0,0,0,0,0,2,0,1,3,0.6388888888888888,0.833333375,0.0,0.5333333333333334,0.5555555555555556,0.888888888888889,0.5555555555555556,0.8333333333333334,0.22222222222222218
2173,85042,0,52,Female,Native American,1,2,1,Married or Partnered,Other,0,Did not vote,That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,1,0,0,0,0,0,0,0,1,0,1,0.027777777777777776,0.5,0.26666666666666666,0.26666666666666666,0.16666666666666666,0.4444444444444444,0.4444444444444444,0.38888888888888895,0.5555555555555556
2174,85142,1,52,Female,Hispanic,1,3,1,Single,Unemployed,0,Republican (Opposing Party),That there is a well-functioning social system,Democracy,Neither,Neither,3,3,3,3,3,3,3,3,3,3,15,1.0,0.333333325,1.0,0.8,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.0
2175,85607,1,19,Male,Hispanic,3,2,4,Single,Employed Full-time,0,Did not vote,That I can determine directly/by myself what happens in my country,Democracy,Democracy,Neither,3,2,2,3,1,0,3,2,1,1,7,0.8055555555555555,0.16666665000000003,0.6000000000000001,0.6000000000000001,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.22222222222222218
2176,85050,1,45,Male,Native American,8,5,1,Single,Employed Full-time,0,Did not vote,That there is a well-functioning social system,Democracy,Neither,Neither,1,2,1,2,2,2,1,2,1,1,7,0.5,0.5,0.06666666666666671,0.8666666666666667,0.5,0.5,0.5,0.5,0.5
2177,85282,1,39,Male,Hispanic,6,2,5,Married or Partnered,Employed Full-time,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,2,1,1,2,1,1,3,2,1,8,0.6944444444444444,0.666666675,0.2,0.6000000000000001,0.9444444444444445,0.7777777777777778,0.7777777777777778,0.7222222222222222,0.22222222222222218
2178,85251,1,80,Female,White/Caucasian,8,6,2,Married or Partnered,Retired,3,Democratic (Ruling Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,1,2,3,2,0,0,0,3,0,0,3,0.5277777777777778,1.0,0.2,0.8,0.33333333333333337,0.7777777777777778,0.7777777777777778,0.5,0.05555555555555555
2179,86303,1,62,Male,White/Caucasian,10,6,3,Married or Partnered,Employed Full-time,0,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Autocracy,Autocracy,Autocracy,1,1,0,0,0,0,0,0,0,1,1,0.5277777777777778,0.5,0.3333333333333333,0.39999999999999997,0.5,0.9999999999999999,0.5,0.5,0.33333333333333337
2180,85635,1,52,Female,White/Caucasian,2,2,3,Married or Partnered,Employed Full-time,2,Democratic (Ruling Party),That there is a well-functioning social system,Democracy,Neither,Neither,3,3,0,0,0,0,2,1,0,0,3,0.5555555555555556,0.416666675,0.2,0.39999999999999997,0.38888888888888895,0.6666666666666666,0.7222222222222222,0.611111111111111,0.5555555555555556
2181,86442,0,37,Male,White/Caucasian,5,4,3,Married or Partnered,Employed Full-time,0,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,1,1,1,1,1,1,1,1,1,1,5,0.5555555555555556,0.333333325,0.5333333333333334,0.6000000000000001,0.8333333333333334,0.611111111111111,0.611111111111111,0.7222222222222222,0.6666666666666666
2182,85295,1,49,Female,White/Caucasian,9,3,3,Married or Partnered,Other,2,Republican (Opposing Party),That there is a well-functioning social system,Democracy,Democracy,Democracy,3,0,2,0,2,2,0,2,2,1,7,0.7222222222222222,0.666666675,0.2,0.7333333333333334,0.5555555555555556,0.8333333333333334,0.7222222222222222,0.9444444444444445,0.5555555555555556
2184,85339,1,26,Female,White/Caucasian,4,2,4,Single,Unemployed,1,Did not vote,That the people elect the respective head of state in free elections,Autocracy,Neither,Neither,3,3,3,3,2,3,3,3,2,2,13,0.7222222222222222,0.5,0.0,0.8,0.5555555555555556,0.8333333333333334,0.5,0.7222222222222222,0.38888888888888895
2185,85048,1,36,Male,Black/African-American,5,3,2,Married or Partnered,Unemployed,0,Democratic (Ruling Party),That I can determine directly/by myself what happens in my country,Autocracy,Democracy,Democracy,2,3,3,1,3,1,3,3,1,1,9,0.7777777777777777,0.916666625,0.06666666666666671,0.46666666666666673,0.7222222222222222,0.7222222222222222,0.38888888888888895,0.9444444444444445,0.38888888888888895
2186,85364,0,42,Male,Native American,8,6,4,Married or Partnered,Employed Full-time,2,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,1,1,0,1,0,0,1,0,0,1,2,0.75,0.666666675,0.13333333333333336,0.2,0.5555555555555556,0.5555555555555556,0.611111111111111,0.611111111111111,0.2777777777777778
2187,85037,1,35,Male,Hispanic,4,3,6,Married or Partnered,Employed Full-time,1,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Neither,3,3,3,3,3,2,3,3,3,3,14,0.8055555555555555,0.333333325,0.6000000000000001,0.6666666666666667,0.7777777777777778,0.8333333333333334,0.9999999999999999,0.38888888888888895,0.16666666666666666
2188,85730,1,42,Male,Asian,1,5,4,Single,Unemployed,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,1,2,2,1,1,3,2,0,1,7,0.7222222222222222,0.333333325,0.0,0.7333333333333334,0.611111111111111,0.6666666666666666,0.2777777777777778,0.5,0.888888888888889
2189,85748,1,32,Male,Hispanic,5,2,1,Single,Employed Full-time,3,Did not vote,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,3,3,3,3,3,3,3,3,3,15,1.0,0.666666675,1.0,0.6000000000000001,0.9999999999999999,0.9999999999999999,0.6666666666666666,0.9999999999999999,0.0
2191,86327,0,60,Male,White/Caucasian,5,3,2,Married or Partnered,Retired,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,1,1,0,1,0,0,1,0,0,1,0.9166666666666666,0.666666675,0.0,0.6000000000000001,0.7777777777777778,0.9999999999999999,0.9999999999999999,0.8333333333333334,0.16666666666666666
2192,85087,1,65,Female,White/Caucasian,7,5,2,Married or Partnered,Other,2,Did not vote,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,0,2,1,0,0,1,0,0,0,0,1,0.8055555555555555,0.5,0.39999999999999997,0.7333333333333334,0.611111111111111,0.9999999999999999,0.8333333333333334,0.6666666666666666,0.5555555555555556
2193,85131,0,33,Male,Hispanic,3,2,3,Married or Partnered,Other,1,Republican (Opposing Party),That there is a well-functioning social system,Democracy,Democracy,Democracy,1,1,1,3,2,1,1,1,3,2,8,0.5555555555555556,0.16666665000000003,0.7333333333333334,0.6666666666666667,0.611111111111111,0.7222222222222222,0.8333333333333334,0.7222222222222222,0.611111111111111
2194,85254,1,26,Male,White/Caucasian,4,5,3,Single,Unemployed,2,Republican (Opposing Party),That there is a well-functioning social system,Autocracy,Autocracy,Autocracy,1,2,2,2,2,3,2,3,1,2,11,0.6666666666666666,0.5,0.26666666666666666,0.3333333333333333,0.7777777777777778,0.4444444444444444,0.611111111111111,0.6666666666666666,0.611111111111111
2195,85032,1,55,Female,White/Caucasian,4,3,3,Seperated,Other,1,Did not vote,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,1,2,0,2,0,1,1,1,0,3,0.75,0.583333325,0.0,0.7333333333333334,0.5,0.9999999999999999,0.22222222222222218,0.611111111111111,0.6666666666666666
2197,85351,1,56,Female,Hispanic,6,4,2,Married or Partnered,Retired,0,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Neither,Democracy,1,0,1,0,0,0,0,0,0,0,0,0.5555555555555556,0.833333375,0.39999999999999997,0.46666666666666673,0.7777777777777778,0.9444444444444445,0.0,0.9999999999999999,0.0
2198,85301,1,39,Female,White/Caucasian,2,3,3,Single,Employed Full-time,2,Did not vote,That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,3,2,2,0,0,3,1,0,3,7,0.7222222222222222,0.25,0.3333333333333333,0.5333333333333334,0.6666666666666666,0.5555555555555556,0.888888888888889,0.8333333333333334,0.5
2199,85140,1,40,Male,White/Caucasian,4,3,2,Single,Employed Part-time,0,Did not vote,That the people elect the respective head of state in free elections,Autocracy,Democracy,Democracy,3,3,3,3,3,3,3,3,3,3,15,0.6944444444444444,0.333333325,0.2,0.7333333333333334,0.611111111111111,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.5555555555555556
2200,85019,0,34,Female,Native American,5,6,6,Married or Partnered,Employed Full-time,1,Republican (Opposing Party),That I can determine directly/by myself what happens in my country,Democracy,Neither,Neither,3,2,0,1,1,1,3,1,1,1,7,0.611111111111111,0.5,0.3333333333333333,0.3333333333333333,0.7777777777777778,0.7777777777777778,0.38888888888888895,0.7777777777777778,0.611111111111111
2201,85390,0,23,Male,White/Caucasian,8,3,3,Single,Employed Part-time,2,Did not vote,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,2,2,1,0,0,2,0,1,0,3,0.7777777777777777,0.75,0.06666666666666671,0.6666666666666667,0.7222222222222222,0.7222222222222222,0.5,0.7222222222222222,0.611111111111111
2202,85248,1,19,Female,White/Caucasian,2,3,1,Single,Other,2,Did not vote,That I can determine directly/by myself what happens in my country,Democracy,Neither,Democracy,3,1,0,3,0,2,3,0,3,0,8,1.0,0.08333334999999997,0.26666666666666666,0.46666666666666673,0.9999999999999999,0.9444444444444445,0.8333333333333334,0.888888888888889,0.16666666666666666
2203,85719,1,22,Male,White/Caucasian,4,3,3,Single,Other,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,0,3,2,1,3,0,1,2,7,0.5,0.5,0.26666666666666666,0.2,0.16666666666666666,0.4444444444444444,0.33333333333333337,0.4444444444444444,0.4444444444444444
2204,85741,1,62,Female,White/Caucasian,5,5,2,Seperated,Retired,3,Democratic (Ruling Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,0,0,1,0,0,0,0,0,0,0,0,0.5833333333333333,0.833333375,0.0,0.46666666666666673,0.2777777777777778,0.6666666666666666,0.611111111111111,0.9999999999999999,0.38888888888888895
2205,85251,1,67,Male,White/Caucasian,10,6,2,Married or Partnered,Retired,2,Republican (Opposing Party),That there is a well-functioning social system,Democracy,Democracy,Democracy,1,2,1,1,1,2,2,2,1,2,9,0.5,0.583333325,0.13333333333333336,0.26666666666666666,0.6666666666666666,0.9999999999999999,0.8333333333333334,0.888888888888889,0.0
2206,85374,1,71,Male,White/Caucasian,9,3,2,Married or Partnered,Retired,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,1,1,1,1,1,1,1,1,1,5,0.5833333333333333,0.5,0.13333333333333336,0.5333333333333334,0.38888888888888895,0.6666666666666666,0.2777777777777778,0.4444444444444444,0.2777777777777778
2208,85365,0,88,Female,White/Caucasian,4,5,1,Seperated,Retired,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,1,1,1,3,1,1,1,0,1,4,0.7222222222222222,0.75,0.06666666666666671,0.39999999999999997,0.7222222222222222,0.611111111111111,0.6666666666666666,0.888888888888889,0.7222222222222222
2209,85739,0,50,Female,White/Caucasian,5,4,4,Married or Partnered,Retired,2,Did not vote,That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,2,2,2,1,1,1,1,2,1,1,6,0.611111111111111,0.583333325,0.13333333333333336,0.7333333333333334,0.7222222222222222,0.611111111111111,0.4444444444444444,0.8333333333333334,0.5
2210,85737,1,37,Female,Asian,6,3,2,Married or Partnered,Employed Part-time,0,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Autocracy,Neither,Neither,3,0,0,0,0,0,1,0,2,3,6,0.9166666666666666,0.16666665000000003,0.46666666666666673,0.3333333333333333,0.9999999999999999,0.9999999999999999,0.5555555555555556,0.7777777777777778,0.4444444444444444
2212,85233,1,53,Male,White/Caucasian,4,6,1,Single,Employed Full-time,2,Democratic (Ruling Party),That I can determine directly/by myself what happens in my country,Democracy,Democracy,Democracy,3,2,3,1,2,1,1,1,0,0,3,0.7777777777777777,0.08333334999999997,0.26666666666666666,0.8,0.2777777777777778,0.9999999999999999,0.11111111111111113,0.33333333333333337,0.611111111111111
2215,85379,1,69,Male,White/Caucasian,7,6,1,Widowed,Retired,2,Republican (Opposing Party),That I have to bow to the majority opinion whether I agree or not,Democracy,Democracy,Democracy,3,3,1,1,2,0,1,2,0,1,4,0.6388888888888888,0.666666675,0.2,0.26666666666666666,0.6666666666666666,0.888888888888889,0.38888888888888895,0.8333333333333334,0.4444444444444444
2216,85205,1,73,Male,White/Caucasian,2,4,2,Single,Retired,2,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,1,2,2,1,1,1,1,2,1,1,6,0.7222222222222222,0.333333325,0.26666666666666666,0.8,0.611111111111111,0.7777777777777778,0.5,0.7222222222222222,0.2777777777777778
2218,85120,1,41,Female,White/Caucasian,2,3,2,Married or Partnered,Unemployed,1,Democratic (Ruling Party),That there is a well-functioning social system,Democracy,Democracy,Democracy,2,2,2,1,0,1,2,1,1,0,5,0.6944444444444444,0.583333325,0.39999999999999997,0.5333333333333334,0.7222222222222222,0.7222222222222222,0.6666666666666666,0.611111111111111,0.4444444444444444
2219,85041,1,38,Female,Hispanic,2,5,6,Married or Partnered,Employed Part-time,1,Did not vote,That the people elect the respective head of state in free elections,Democracy,Neither,Neither,3,2,2,3,1,2,2,3,1,2,10,0.611111111111111,0.5,0.06666666666666671,0.5333333333333334,0.5,0.9999999999999999,0.22222222222222218,0.9444444444444445,0.8333333333333334
2220,85142,0,39,Female,White/Caucasian,7,3,6,Married or Partnered,Employed Full-time,1,Republican (Opposing Party),That the people elect the respective head of state in free elections,Democracy,Democracy,Democracy,3,3,2,1,2,3,1,3,1,3,11,0.75,0.583333325,0.5333333333333334,0.39999999999999997,0.8333333333333334,0.8333333333333334,0.9444444444444445,0.888888888888889,0.38888888888888895
2221,85541,0,45,Male,Other,1,3,1,Single,Unemployed,2,Did not vote,That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,2,0,0,0,0,0,0,0,0,0,0.3055555555555555,0.25,0.3333333333333333,0.26666666666666666,0.2777777777777778,0.888888888888889,0.11111111111111113,0.7222222222222222,0.4444444444444444
2224,85304,1,53,Female,Asian,1,3,1,Single,Unemployed,1,Republican (Opposing Party),That there is no great gap between rich and poor,Autocracy,Neither,Neither,3,3,2,3,2,2,3,3,2,2,12,0.5,0.333333325,0.3333333333333333,0.5333333333333334,0.33333333333333337,0.33333333333333337,0.16666666666666666,0.888888888888889,0.5
2227,85132,1,25,Male,Asian,1,3,1,Single,Employed Full-time,3,Did not vote,That I can determine directly/by myself what happens in my country,Autocracy,Autocracy,Neither,1,2,2,2,2,2,3,2,0,1,8,0.4722222222222222,0.416666675,0.26666666666666666,0.6000000000000001,0.5555555555555556,0.5555555555555556,0.5,0.7222222222222222,0.38888888888888895
2228,85207,1,52,Female,Black/African-American,8,3,3,Widowed,Employed Full-time,1,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,0,0,0,0,0,0,0,2,0,0,2,0.611111111111111,0.833333375,0.3333333333333333,0.6000000000000001,0.7777777777777778,0.888888888888889,0.8333333333333334,0.9444444444444445,0.16666666666666666
2230,85351,1,70,Male,White/Caucasian,4,3,2,Seperated,Unemployed,3,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Democracy,Neither,Democracy,2,1,3,2,3,3,0,2,1,0,6,0.6388888888888888,0.5,0.0,0.6666666666666667,0.5555555555555556,0.8333333333333334,0.2777777777777778,0.38888888888888895,0.33333333333333337
2231,85706,1,35,Female,Hispanic,6,3,5,Married or Partnered,Employed Full-time,1,Democratic (Ruling Party),That the people elect the respective head of state in free elections,Autocracy,Neither,Neither,3,2,3,2,1,3,3,3,1,2,12,0.5277777777777778,0.666666675,0.2,0.46666666666666673,0.22222222222222218,0.7222222222222222,0.7777777777777778,0.8333333333333334,0.888888888888889
